Title,Labels
msme bank lendings economic relief package covid 19. Banks need to set aside credit for new firms  raise disbursements,10
forty years ago july 14 1980 congress parleys. Forty Years Ago  July 14  1980  Congress parleys,10
donald trump wears mask us coronavirus covid 19 cases. The masked one,10
varavara rao bail elgaar parishad case. A case for bail,10
rajasthan government crisis sachin pilot ashok gehlot congress bjp. Sachin Autopilot,10
throwing lic open to private players will destroy its ethos of public service. Throwing LIC open to private players will destroy its ethos of public service  make them subservient to profit-making motives,10
worldly insights for a while travel will involve uncertainty and disruption. Worldly insights  For a while  travel will involve uncertainty and disruption,10
justice with a twist. Verdicts seem more sympathetic to causes of Muslim women  than of Hindu women,10
vikas dubey encounter tamil nadu custodial deaths police brutality. We need a root and branch repair of police  guardian agencies to keep them lawful,10
national law university delhi committee for reforms in criminal law. Committee which proposes to reform criminal law from non-patriarchal perspective excludes women  minorities,10
us immigration visa guidelines international students. Trump s anti-student salvo has to do with what he considers enemy within   liberalism,10
pradhan mantri garib kalyan yojana pm kisan ujjwala jan dhan. Digitisation makes welfare schemes possible. It can be discontinued when pandemic ends,10
forty years ago july 13 1980 rally in pakistan. Forty Years Ago  July 13  1980  Rally In Pakistan,10
the good news kharif crop season. The good news,10
india us japan australia malabar naval exercise. Malabar moment,10
mgnrega unemployment rural development swaraj abhiyan. Time to act on MGNREGA,10
delhi university admissions 2020 eca category. Denying talent  reducing diversity,10
rajiv gandhi foundation probe rahul sonia tavleen singh. Priyanka Gandhi s eviction from accommodation is an opportunity to evict everyone else as well,10
india china border talks modi xinping p chidambaram. Debacle of summit diplomacy,10
reservation vinod kambli dalits varun grover. Vinod Kambli was reduced to his assumed   lowest   caste identity,10
narendra modi jawaharlal nehru china meghnad desai. Modi can learn from Nehru what not to do,10
need new playbook for rural kids locked down. Is education only about decoding a bland paragraph   performing an arithmetic operation ,10
vikas dubey encounter case up police. Thoki Raj  Creating order by trampling on law is one of the elements of Adityanath s ideological success,10
osama bin laden imran khan pakistan pm. The slow poison of Osama  A man  an organisation  and the spreading of terror,10
forty years ago july 11 1980 us china talks. Forty Years Ago  July 11  1980  US-China Talks,10
harpers open letter against cancel culture j k rowling. For argument s sake,10
a reality check indian economy gdp growth. A reality check,10
vikas dubey encounter case up police. Court must rule,10
vikas dubey kanpur encounter up police. The creation of Vikas Dubey  who flourished all these years because of political and police patronage,10
bihar children mid day meal education system. Rice and digital learning  The coronavirus pandemic has disrupted children s lives,10
cool roofs sustainable energy covid 19. Cool roofs and other solutions  Pandemic has sharpened need to make right choices for sustainable urban growth,10
india china galwan faceoff soft power can be effective. Soft power can be effective,10
india south asia trade china. Why building economic bridges in the neighbourhood matters,10
forty years ago july 10 1980 farakka accord. Forty Years Ago  July 10  1980  Farakka Accord,10
jagdeep soorma bhopali sholay. Soorma Bhopali,10
parliament monsoon session coronavirus lockdown rajya sabha lok sabha. Open the House,10
delhi coronavirus covid cases lockdown. Delhi needs coordination across agencies and proactive leadership to fight Covid,10
coronavirus covid 19 vaccine remdesivir. There is an irrational preference for expensive Covid treatments over effective ones,10
india china lac border dispute galwan valley clashes. How India responds to China s  expansionistic tendencies  will have ramifications for the world,10
migrant crisis coronavirus covid 19 pandemic lockdown. Wait for the migrant  Once opportunities are there  they will return,10
the regimes of boundaries coronavirus delhi noida haryana border. The regimes of boundaries  They have multiplied  even as Covid nudges us towards broader discourse of access,10
vikas dubey up police kanpur encounter. Undue process,10
how to resolve individual data privacy complaints. How to resolve individual data privacy complaints,10
g20s role in global fight against covid 19. G20 s role in global fight against Covid-19,10
forty years ago july 9 1980 opposition walk out. Forty Years Ago  July 9  1980  Opposition Walk Out,10
cruel and reckless. Cruel and reckless,10
blunt cut. Blunt cut,10
the fallacy of rankings. Archaic perceptions   not criteria of excellence   determine ratings of colleges,10
digitising the state. A three-phase govt project uses COVID policy window for a much needed reform,10
india china trade relations boycott chinese goods india foriegn policy bibek debroy. India s trade agreement with China was one-sided to begin with,10
jammu kashmir internet restrictions supreme court ruling. Liberty and responsibility  SC rulings on internet restrictions in J K uphold balanced constitutionalism,10
play time 5. Play time,10
india education system teaching students coronavirus pandemic hrd ministry. Pandemic has been devastating for adolescents. Who is caring for children ,10
ensuring market dominance through acquisitions. Ensuring market dominance through acquisitions,10
nagaland dog meat ban barking up the wrong tree. Barking up the wrong tree,10
july 8 1980 forty years ago godavari water dispute settled. July 8  1980  Forty Years Ago  Godavari water dispute settled,10
communist party of china beijing foreign policy xi jinping. Anxiety in China stems from the CPC s insecurity,10
line of actual decontrol. Sanctions by India alone will hardly sting China. There s a need to think beyond trade barriers,10
reservation in india privatisation push nirmals sitharaman backward castes. Reservation is being undermined by privatisation push and decline in political clout of backward castes,10
coronavirus lockdown india covid 19 cases deaths. The way in which it was executed  India s lockdown itself became source of virus s spread,10
carry on regardless. Carry on regardless,10
end of a dream. End of a dream,10
crisis of the future. Crisis of the future,10
the real horror film. In  Bulbbul   moment of dread is not about female demon  but husband inflicting violence,10
rethinking education with non tech. Rethinking education with non-tech interventions,10
coronavirus no country for healthcare. No country for healthcare,10
first orders uk reopening. First orders,10
revise the law. Revise the law,10
abundant caution india china disengagement. Abundant caution,10
coronavirus lockdown migrant labours jobs exodus govt relief measures. Under aegis of lockdown  labour is being shown its place,10
scheme is not enough. Large sections of poor are unlikely to benefit from extension of food grains scheme,10
